architecture,recorder_config,benchmark,variant,seed,firmware_source,compiler_backed,firmware_sha256,rtl_record_status,capsule_export_status,replay_status,property_id_record,property_id_replay,commit_match,event_match,final_signature_match,capsule_bytes,cycles_to_failure,commits_to_failure,overflow,replay_consumer_status,replay_consumer_checked,replay_consumer_consumed,replay_consumer_expected,replay_consumer_error_code,stream_event_count,stream_event_sent_count,replay_critical_event_count,stream_stall_count,dropped_diagnostic_count,replay_critical_overflow_count,notes
v2,full,stack_corruption_bug,failing,2,compiler_c,true,47774927de8e016c216951a6c9fbbdcfabb9f8a257083d5c068fe0020df1710d,PASS,PASS,PASS,4,4,PASS,PASS,PASS,160,62,17,false,PASS,true,20,20,0,20,20,1,0,1,0,"PASS replay benchmark=stack_corruption_bug variant=failing seed=2 arch=v2 recorder_config=full property=4 events=20 cycles=61 commits=17 notes=""record/replay replay-critical events match; rtl replay consumer consumed 20/20"""
v2,full,stack_corruption_bug,failing,3,compiler_c,true,47774927de8e016c216951a6c9fbbdcfabb9f8a257083d5c068fe0020df1710d,PASS,PASS,PASS,4,4,PASS,PASS,PASS,160,62,17,false,PASS,true,20,20,0,20,20,1,0,1,0,"PASS replay benchmark=stack_corruption_bug variant=failing seed=3 arch=v2 recorder_config=full property=4 events=20 cycles=61 commits=17 notes=""record/replay replay-critical events match; rtl replay consumer consumed 20/20"""
v2,full,stack_corruption_bug,fixed,1,compiler_c,true,012d9f4fcb81b98f91dfcc341fe046a2182a59bee6ebfa686123747f2cc33de3,PASS,PASS,PASS,0,0,NA,PASS,PASS,266656,100000,33327,false,PASS,true,33332,33332,0,33332,33332,1,0,0,0,"PASS replay benchmark=stack_corruption_bug variant=fixed seed=1 arch=v2 recorder_config=full property=0 events=33332 cycles=100000 commits=33327 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33332/33332"""
v2,full,stack_corruption_bug,fixed,2,compiler_c,true,012d9f4fcb81b98f91dfcc341fe046a2182a59bee6ebfa686123747f2cc33de3,PASS,PASS,PASS,0,0,NA,PASS,PASS,266656,100000,33327,false,PASS,true,33332,33332,0,33332,33332,1,0,0,0,"PASS replay benchmark=stack_corruption_bug variant=fixed seed=2 arch=v2 recorder_config=full property=0 events=33332 cycles=100000 commits=33327 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33332/33332"""
v2,full,stack_corruption_bug,fixed,3,compiler_c,true,012d9f4fcb81b98f91dfcc341fe046a2182a59bee6ebfa686123747f2cc33de3,PASS,PASS,PASS,0,0,NA,PASS,PASS,266656,100000,33327,false,PASS,true,33332,33332,0,33332,33332,1,0,0,0,"PASS replay benchmark=stack_corruption_bug variant=fixed seed=3 arch=v2 recorder_config=full property=0 events=33332 cycles=100000 commits=33327 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33332/33332"""
v2,full,uart_command_bug,failing,1,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,1,1,PASS,PASS,PASS,176,67,18,false,PASS,true,22,22,0,22,22,3,0,1,0,"PASS replay benchmark=uart_command_bug variant=failing seed=1 arch=v2 recorder_config=full property=1 events=22 cycles=66 commits=18 notes=""record/replay replay-critical events match; rtl replay consumer consumed 22/22"""
v2,full,uart_command_bug,failing,2,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,1,1,PASS,PASS,PASS,176,67,18,false,PASS,true,22,22,0,22,22,3,0,1,0,"PASS replay benchmark=uart_command_bug variant=failing seed=2 arch=v2 recorder_config=full property=1 events=22 cycles=66 commits=18 notes=""record/replay replay-critical events match; rtl replay consumer consumed 22/22"""
v2,full,uart_command_bug,failing,3,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,1,1,PASS,PASS,PASS,176,67,18,false,PASS,true,22,22,0,22,22,3,0,1,0,"PASS replay benchmark=uart_command_bug variant=failing seed=3 arch=v2 recorder_config=full property=1 events=22 cycles=66 commits=18 notes=""record/replay replay-critical events match; rtl replay consumer consumed 22/22"""
v2,full,uart_command_bug,fixed,1,compiler_c,true,288598d1b6a989883c1662f87500777996195fe230dc75ec54934470b1d82709,PASS,PASS,PASS,0,0,NA,PASS,PASS,266648,100000,33328,false,PASS,true,33331,33331,0,33331,33331,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=fixed seed=1 arch=v2 recorder_config=full property=0 events=33331 cycles=100000 commits=33328 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33331/33331"""
v2,full,uart_command_bug,fixed,2,compiler_c,true,288598d1b6a989883c1662f87500777996195fe230dc75ec54934470b1d82709,PASS,PASS,PASS,0,0,NA,PASS,PASS,266648,100000,33328,false,PASS,true,33331,33331,0,33331,33331,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=fixed seed=2 arch=v2 recorder_config=full property=0 events=33331 cycles=100000 commits=33328 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33331/33331"""
v2,full,uart_command_bug,fixed,3,compiler_c,true,288598d1b6a989883c1662f87500777996195fe230dc75ec54934470b1d82709,PASS,PASS,PASS,0,0,NA,PASS,PASS,266648,100000,33328,false,PASS,true,33331,33331,0,33331,33331,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=fixed seed=3 arch=v2 recorder_config=full property=0 events=33331 cycles=100000 commits=33328 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33331/33331"""
v2,full,uart_command_bug,no_failure_edge,1,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,0,0,NA,PASS,PASS,266648,100000,33328,false,PASS,true,33331,33331,0,33331,33331,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=no_failure_edge seed=1 arch=v2 recorder_config=full property=0 events=33331 cycles=100000 commits=33328 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33331/33331"""
v2,full,uart_command_bug,no_failure_edge,2,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,0,0,NA,PASS,PASS,266648,100000,33328,false,PASS,true,33331,33331,0,33331,33331,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=no_failure_edge seed=2 arch=v2 recorder_config=full property=0 events=33331 cycles=100000 commits=33328 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33331/33331"""
v2,full,uart_command_bug,no_failure_edge,3,compiler_c,true,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,PASS,PASS,PASS,0,0,NA,PASS,PASS,266648,100000,33328,false,PASS,true,33331,33331,0,33331,33331,1,0,0,0,"PASS replay benchmark=uart_command_bug variant=no_failure_edge seed=3 arch=v2 recorder_config=full property=0 events=33331 cycles=100000 commits=33328 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33331/33331"""
v2,full,watchdog_timeout_bug,failing,1,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,6,6,PASS,PASS,PASS,288,105,26,false,PASS,true,36,36,0,36,36,2,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=failing seed=1 arch=v2 recorder_config=full property=6 events=36 cycles=104 commits=26 notes=""record/replay replay-critical events match; rtl replay consumer consumed 36/36"""
v2,full,watchdog_timeout_bug,failing,2,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,6,6,PASS,PASS,PASS,288,105,26,false,PASS,true,36,36,0,36,36,2,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=failing seed=2 arch=v2 recorder_config=full property=6 events=36 cycles=104 commits=26 notes=""record/replay replay-critical events match; rtl replay consumer consumed 36/36"""
v2,full,watchdog_timeout_bug,failing,3,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,6,6,PASS,PASS,PASS,288,105,26,false,PASS,true,36,36,0,36,36,2,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=failing seed=3 arch=v2 recorder_config=full property=6 events=36 cycles=104 commits=26 notes=""record/replay replay-critical events match; rtl replay consumer consumed 36/36"""
v2,full,watchdog_timeout_bug,fixed,1,compiler_c,true,ab62f3c169a35249aff83a3f6589bf59e94dd747dc16c4636346f9adc6ac0123,PASS,PASS,PASS,0,0,NA,PASS,PASS,266656,100000,33322,false,PASS,true,33332,33332,0,33332,33332,8,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=fixed seed=1 arch=v2 recorder_config=full property=0 events=33332 cycles=100000 commits=33322 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33332/33332"""
v2,full,watchdog_timeout_bug,fixed,2,compiler_c,true,ab62f3c169a35249aff83a3f6589bf59e94dd747dc16c4636346f9adc6ac0123,PASS,PASS,PASS,0,0,NA,PASS,PASS,266656,100000,33322,false,PASS,true,33332,33332,0,33332,33332,8,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=fixed seed=2 arch=v2 recorder_config=full property=0 events=33332 cycles=100000 commits=33322 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33332/33332"""
v2,full,watchdog_timeout_bug,fixed,3,compiler_c,true,ab62f3c169a35249aff83a3f6589bf59e94dd747dc16c4636346f9adc6ac0123,PASS,PASS,PASS,0,0,NA,PASS,PASS,266656,100000,33322,false,PASS,true,33332,33332,0,33332,33332,8,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=fixed seed=3 arch=v2 recorder_config=full property=0 events=33332 cycles=100000 commits=33322 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33332/33332"""
v2,full,watchdog_timeout_bug,no_failure_edge,1,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,0,0,NA,PASS,PASS,266648,100000,33327,false,PASS,true,33331,33331,0,33331,33331,2,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=no_failure_edge seed=1 arch=v2 recorder_config=full property=0 events=33331 cycles=100000 commits=33327 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33331/33331"""
v2,full,watchdog_timeout_bug,no_failure_edge,2,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,0,0,NA,PASS,PASS,266648,100000,33327,false,PASS,true,33331,33331,0,33331,33331,2,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=no_failure_edge seed=2 arch=v2 recorder_config=full property=0 events=33331 cycles=100000 commits=33327 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33331/33331"""
v2,full,watchdog_timeout_bug,no_failure_edge,3,compiler_c,true,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,PASS,PASS,PASS,0,0,NA,PASS,PASS,266648,100000,33327,false,PASS,true,33331,33331,0,33331,33331,2,0,0,0,"PASS replay benchmark=watchdog_timeout_bug variant=no_failure_edge seed=3 arch=v2 recorder_config=full property=0 events=33331 cycles=100000 commits=33327 notes=""record/replay replay-critical events match; rtl replay consumer consumed 33331/33331"""
