recorder_config,benchmark,variant,seed,workload_scale,cycles,commits,sim_wall_time_sec,cycle_overhead_pct,commit_overhead_pct,sim_wall_time_overhead_pct,notes
diagnostic,stack_corruption_bug,fixed,3,long,100000,30597,0.101244,0.00,0.00,572.23,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
full,stack_corruption_bug,fixed,3,long,100000,30597,0.105101,0.00,0.00,597.84,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
minimal,stack_corruption_bug,fixed,4,long,100000,30597,0.103659,0.00,0.00,608.20,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
core,stack_corruption_bug,fixed,4,long,100000,30597,0.102427,0.00,0.00,599.78,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
hashed,stack_corruption_bug,fixed,4,long,100000,30597,0.104532,0.00,0.00,614.16,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
diagnostic,stack_corruption_bug,fixed,4,long,100000,30597,0.103252,0.00,0.00,605.42,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
full,stack_corruption_bug,fixed,4,long,100000,30597,0.101068,0.00,0.00,590.50,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
minimal,stack_corruption_bug,fixed,5,long,100000,30597,0.102385,0.00,0.00,589.65,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
core,stack_corruption_bug,fixed,5,long,100000,30597,0.102611,0.00,0.00,591.17,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
hashed,stack_corruption_bug,fixed,5,long,100000,30597,0.100990,0.00,0.00,580.25,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
diagnostic,stack_corruption_bug,fixed,5,long,100000,30597,0.101108,0.00,0.00,581.05,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
full,stack_corruption_bug,fixed,5,long,100000,30597,0.102984,0.00,0.00,593.68,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=100000 commits=30597 notes=""measured"""
minimal,stack_corruption_bug,fixed,1,stress,200000,55738,0.197601,0.00,0.00,739.32,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
core,stack_corruption_bug,fixed,1,stress,200000,55738,0.202466,0.00,0.00,759.98,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
hashed,stack_corruption_bug,fixed,1,stress,200000,55738,0.198970,0.00,0.00,745.13,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
diagnostic,stack_corruption_bug,fixed,1,stress,200000,55738,0.202709,0.00,0.00,761.02,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
full,stack_corruption_bug,fixed,1,stress,200000,55738,0.195296,0.00,0.00,729.53,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
minimal,stack_corruption_bug,fixed,2,stress,200000,55738,0.198078,0.00,0.00,737.40,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
core,stack_corruption_bug,fixed,2,stress,200000,55738,0.195478,0.00,0.00,726.41,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
hashed,stack_corruption_bug,fixed,2,stress,200000,55738,0.196247,0.00,0.00,729.66,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
diagnostic,stack_corruption_bug,fixed,2,stress,200000,55738,0.196793,0.00,0.00,731.96,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
full,stack_corruption_bug,fixed,2,stress,200000,55738,0.202097,0.00,0.00,754.39,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
minimal,stack_corruption_bug,fixed,3,stress,200000,55738,0.196787,0.00,0.00,759.86,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
core,stack_corruption_bug,fixed,3,stress,200000,55738,0.206276,0.00,0.00,801.32,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
hashed,stack_corruption_bug,fixed,3,stress,200000,55738,0.202548,0.00,0.00,785.03,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
diagnostic,stack_corruption_bug,fixed,3,stress,200000,55738,0.197433,0.00,0.00,762.68,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
full,stack_corruption_bug,fixed,3,stress,200000,55738,0.196434,0.00,0.00,758.32,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
minimal,stack_corruption_bug,fixed,4,stress,200000,55738,0.195032,0.00,0.00,715.42,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
core,stack_corruption_bug,fixed,4,stress,200000,55738,0.198632,0.00,0.00,730.47,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
hashed,stack_corruption_bug,fixed,4,stress,200000,55738,0.197173,0.00,0.00,724.37,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
diagnostic,stack_corruption_bug,fixed,4,stress,200000,55738,0.196621,0.00,0.00,722.06,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
full,stack_corruption_bug,fixed,4,stress,200000,55738,0.196642,0.00,0.00,722.15,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
minimal,stack_corruption_bug,fixed,5,stress,200000,55738,0.196413,0.00,0.00,760.33,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
core,stack_corruption_bug,fixed,5,stress,200000,55738,0.197286,0.00,0.00,764.15,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
hashed,stack_corruption_bug,fixed,5,stress,200000,55738,0.199579,0.00,0.00,774.20,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
diagnostic,stack_corruption_bug,fixed,5,stress,200000,55738,0.197727,0.00,0.00,766.08,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
full,stack_corruption_bug,fixed,5,stress,200000,55738,0.195606,0.00,0.00,756.79,"PASS runtime config=recorder_enabled benchmark=stack_corruption_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=200000 commits=55738 notes=""measured"""
minimal,uart_command_bug,failing,1,smoke,67,17,0.006754,0.00,0.00,-8.08,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
core,uart_command_bug,failing,1,smoke,67,17,0.006399,0.00,0.00,-12.92,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
hashed,uart_command_bug,failing,1,smoke,67,17,0.007489,0.00,0.00,1.92,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
diagnostic,uart_command_bug,failing,1,smoke,67,17,0.006492,0.00,0.00,-11.65,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
full,uart_command_bug,failing,1,smoke,67,17,0.006567,0.00,0.00,-10.63,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
minimal,uart_command_bug,failing,2,smoke,67,17,0.006564,0.00,0.00,1.91,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
core,uart_command_bug,failing,2,smoke,67,17,0.006673,0.00,0.00,3.60,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
hashed,uart_command_bug,failing,2,smoke,67,17,0.006663,0.00,0.00,3.45,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
diagnostic,uart_command_bug,failing,2,smoke,67,17,0.007501,0.00,0.00,16.46,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
full,uart_command_bug,failing,2,smoke,67,17,0.006679,0.00,0.00,3.70,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
minimal,uart_command_bug,failing,3,smoke,67,17,0.006669,0.00,0.00,0.83,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
core,uart_command_bug,failing,3,smoke,67,17,0.006747,0.00,0.00,2.01,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
hashed,uart_command_bug,failing,3,smoke,67,17,0.006655,0.00,0.00,0.62,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
diagnostic,uart_command_bug,failing,3,smoke,67,17,0.007169,0.00,0.00,8.39,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
full,uart_command_bug,failing,3,smoke,67,17,0.006659,0.00,0.00,0.68,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
minimal,uart_command_bug,failing,4,smoke,67,17,0.006584,0.00,0.00,6.07,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
core,uart_command_bug,failing,4,smoke,67,17,0.006288,0.00,0.00,1.30,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
hashed,uart_command_bug,failing,4,smoke,67,17,0.006619,0.00,0.00,6.64,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
diagnostic,uart_command_bug,failing,4,smoke,67,17,0.006649,0.00,0.00,7.12,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
full,uart_command_bug,failing,4,smoke,67,17,0.007416,0.00,0.00,19.48,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
minimal,uart_command_bug,failing,5,smoke,67,17,0.006525,0.00,0.00,-1.97,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
core,uart_command_bug,failing,5,smoke,67,17,0.006568,0.00,0.00,-1.32,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
hashed,uart_command_bug,failing,5,smoke,67,17,0.007320,0.00,0.00,9.98,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
diagnostic,uart_command_bug,failing,5,smoke,67,17,0.006647,0.00,0.00,-0.14,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
full,uart_command_bug,failing,5,smoke,67,17,0.006975,0.00,0.00,4.79,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=5 capsule_bytes=105 cycles=67 commits=17 notes=""measured"""
minimal,uart_command_bug,failing,1,short,1543,339,0.008080,0.00,0.00,23.66,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
core,uart_command_bug,failing,1,short,1543,339,0.007891,0.00,0.00,20.77,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
hashed,uart_command_bug,failing,1,short,1543,339,0.008607,0.00,0.00,31.73,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
diagnostic,uart_command_bug,failing,1,short,1543,339,0.008242,0.00,0.00,26.14,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
full,uart_command_bug,failing,1,short,1543,339,0.008337,0.00,0.00,27.59,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
minimal,uart_command_bug,failing,2,short,1543,339,0.008727,0.00,0.00,29.65,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
core,uart_command_bug,failing,2,short,1543,339,0.008445,0.00,0.00,25.46,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
hashed,uart_command_bug,failing,2,short,1543,339,0.008227,0.00,0.00,22.23,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
diagnostic,uart_command_bug,failing,2,short,1543,339,0.008510,0.00,0.00,26.43,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
full,uart_command_bug,failing,2,short,1543,339,0.008214,0.00,0.00,22.03,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
minimal,uart_command_bug,failing,3,short,1543,339,0.007653,0.00,0.00,19.26,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
core,uart_command_bug,failing,3,short,1543,339,0.008519,0.00,0.00,32.76,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
hashed,uart_command_bug,failing,3,short,1543,339,0.008529,0.00,0.00,32.91,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
diagnostic,uart_command_bug,failing,3,short,1543,339,0.008117,0.00,0.00,26.49,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
full,uart_command_bug,failing,3,short,1543,339,0.008453,0.00,0.00,31.73,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
minimal,uart_command_bug,failing,4,short,1543,339,0.008052,0.00,0.00,22.74,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
core,uart_command_bug,failing,4,short,1543,339,0.008438,0.00,0.00,28.63,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
hashed,uart_command_bug,failing,4,short,1543,339,0.008258,0.00,0.00,25.88,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
diagnostic,uart_command_bug,failing,4,short,1543,339,0.008394,0.00,0.00,27.96,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
full,uart_command_bug,failing,4,short,1543,339,0.008553,0.00,0.00,30.38,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
minimal,uart_command_bug,failing,5,short,1543,339,0.007433,0.00,0.00,16.49,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
core,uart_command_bug,failing,5,short,1543,339,0.008471,0.00,0.00,32.75,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
hashed,uart_command_bug,failing,5,short,1543,339,0.008295,0.00,0.00,30.00,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
diagnostic,uart_command_bug,failing,5,short,1543,339,0.008833,0.00,0.00,38.43,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
full,uart_command_bug,failing,5,short,1543,339,0.008595,0.00,0.00,34.70,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=132 capsule_bytes=2772 cycles=1543 commits=339 notes=""measured"""
minimal,uart_command_bug,failing,1,medium,5959,1299,0.012250,0.00,0.00,73.81,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
core,uart_command_bug,failing,1,medium,5959,1299,0.012702,0.00,0.00,80.22,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
hashed,uart_command_bug,failing,1,medium,5959,1299,0.012646,0.00,0.00,79.43,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
diagnostic,uart_command_bug,failing,1,medium,5959,1299,0.012657,0.00,0.00,79.58,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
full,uart_command_bug,failing,1,medium,5959,1299,0.013131,0.00,0.00,86.31,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
minimal,uart_command_bug,failing,2,medium,5959,1299,0.011733,0.00,0.00,71.28,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
core,uart_command_bug,failing,2,medium,5959,1299,0.012528,0.00,0.00,82.89,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
hashed,uart_command_bug,failing,2,medium,5959,1299,0.012584,0.00,0.00,83.71,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
diagnostic,uart_command_bug,failing,2,medium,5959,1299,0.013624,0.00,0.00,98.89,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
full,uart_command_bug,failing,2,medium,5959,1299,0.012723,0.00,0.00,85.74,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
minimal,uart_command_bug,failing,3,medium,5959,1299,0.011934,0.00,0.00,74.58,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
core,uart_command_bug,failing,3,medium,5959,1299,0.012193,0.00,0.00,78.36,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
hashed,uart_command_bug,failing,3,medium,5959,1299,0.012675,0.00,0.00,85.42,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
diagnostic,uart_command_bug,failing,3,medium,5959,1299,0.012612,0.00,0.00,84.49,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
full,uart_command_bug,failing,3,medium,5959,1299,0.012228,0.00,0.00,78.88,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
minimal,uart_command_bug,failing,4,medium,5959,1299,0.011807,0.00,0.00,79.14,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
core,uart_command_bug,failing,4,medium,5959,1299,0.012434,0.00,0.00,88.65,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
hashed,uart_command_bug,failing,4,medium,5959,1299,0.012099,0.00,0.00,83.57,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
diagnostic,uart_command_bug,failing,4,medium,5959,1299,0.012649,0.00,0.00,91.91,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
full,uart_command_bug,failing,4,medium,5959,1299,0.012107,0.00,0.00,83.69,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
minimal,uart_command_bug,failing,5,medium,5959,1299,0.012087,0.00,0.00,83.16,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
core,uart_command_bug,failing,5,medium,5959,1299,0.012493,0.00,0.00,89.32,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
hashed,uart_command_bug,failing,5,medium,5959,1299,0.012379,0.00,0.00,87.59,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
diagnostic,uart_command_bug,failing,5,medium,5959,1299,0.012850,0.00,0.00,94.73,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
full,uart_command_bug,failing,5,medium,5959,1299,0.012612,0.00,0.00,91.12,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=5959 commits=1299 notes=""measured"""
minimal,uart_command_bug,failing,1,long,23623,5139,0.028559,0.00,0.00,256.81,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
core,uart_command_bug,failing,1,long,23623,5139,0.029562,0.00,0.00,269.34,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
