recorder_config,benchmark,variant,seed,workload_scale,cycles,commits,sim_wall_time_sec,cycle_overhead_pct,commit_overhead_pct,sim_wall_time_overhead_pct,notes
hashed,uart_command_bug,failing,1,long,23623,5139,0.030481,0.00,0.00,280.82,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
diagnostic,uart_command_bug,failing,1,long,23623,5139,0.029320,0.00,0.00,266.32,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
full,uart_command_bug,failing,1,long,23623,5139,0.029729,0.00,0.00,271.43,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
minimal,uart_command_bug,failing,2,long,23623,5139,0.028699,0.00,0.00,233.13,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
core,uart_command_bug,failing,2,long,23623,5139,0.032795,0.00,0.00,280.67,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
hashed,uart_command_bug,failing,2,long,23623,5139,0.029210,0.00,0.00,239.06,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
diagnostic,uart_command_bug,failing,2,long,23623,5139,0.028944,0.00,0.00,235.97,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
full,uart_command_bug,failing,2,long,23623,5139,0.029137,0.00,0.00,238.21,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
minimal,uart_command_bug,failing,3,long,23623,5139,0.028625,0.00,0.00,241.42,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
core,uart_command_bug,failing,3,long,23623,5139,0.029209,0.00,0.00,248.39,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
hashed,uart_command_bug,failing,3,long,23623,5139,0.029442,0.00,0.00,251.17,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
diagnostic,uart_command_bug,failing,3,long,23623,5139,0.029494,0.00,0.00,251.79,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
full,uart_command_bug,failing,3,long,23623,5139,0.029538,0.00,0.00,252.31,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
minimal,uart_command_bug,failing,4,long,23623,5139,0.028898,0.00,0.00,240.02,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
core,uart_command_bug,failing,4,long,23623,5139,0.030584,0.00,0.00,259.85,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
hashed,uart_command_bug,failing,4,long,23623,5139,0.029506,0.00,0.00,247.17,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
diagnostic,uart_command_bug,failing,4,long,23623,5139,0.029330,0.00,0.00,245.10,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
full,uart_command_bug,failing,4,long,23623,5139,0.030035,0.00,0.00,253.39,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
minimal,uart_command_bug,failing,5,long,23623,5139,0.033579,0.00,0.00,257.95,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
core,uart_command_bug,failing,5,long,23623,5139,0.029067,0.00,0.00,209.85,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
hashed,uart_command_bug,failing,5,long,23623,5139,0.029501,0.00,0.00,214.48,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
diagnostic,uart_command_bug,failing,5,long,23623,5139,0.029063,0.00,0.00,209.81,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
full,uart_command_bug,failing,5,long,23623,5139,0.029882,0.00,0.00,218.54,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=23623 commits=5139 notes=""measured"""
minimal,uart_command_bug,failing,1,stress,94279,20499,0.104667,0.00,0.00,572.45,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
core,uart_command_bug,failing,1,stress,94279,20499,0.096116,0.00,0.00,517.51,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
hashed,uart_command_bug,failing,1,stress,94279,20499,0.096528,0.00,0.00,520.16,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
diagnostic,uart_command_bug,failing,1,stress,94279,20499,0.095665,0.00,0.00,514.62,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
full,uart_command_bug,failing,1,stress,94279,20499,0.095422,0.00,0.00,513.05,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=1 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
minimal,uart_command_bug,failing,2,stress,94279,20499,0.095020,0.00,0.00,564.29,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
core,uart_command_bug,failing,2,stress,94279,20499,0.096012,0.00,0.00,571.22,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
hashed,uart_command_bug,failing,2,stress,94279,20499,0.097052,0.00,0.00,578.50,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
diagnostic,uart_command_bug,failing,2,stress,94279,20499,0.096952,0.00,0.00,577.80,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
full,uart_command_bug,failing,2,stress,94279,20499,0.097152,0.00,0.00,579.19,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=2 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
minimal,uart_command_bug,failing,3,stress,94279,20499,0.096787,0.00,0.00,591.98,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
core,uart_command_bug,failing,3,stress,94279,20499,0.098863,0.00,0.00,606.82,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
hashed,uart_command_bug,failing,3,stress,94279,20499,0.098756,0.00,0.00,606.06,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
diagnostic,uart_command_bug,failing,3,stress,94279,20499,0.097042,0.00,0.00,593.80,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
full,uart_command_bug,failing,3,stress,94279,20499,0.096860,0.00,0.00,592.50,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=3 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
minimal,uart_command_bug,failing,4,stress,94279,20499,0.095827,0.00,0.00,471.49,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
core,uart_command_bug,failing,4,stress,94279,20499,0.098504,0.00,0.00,487.45,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
hashed,uart_command_bug,failing,4,stress,94279,20499,0.099387,0.00,0.00,492.72,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
diagnostic,uart_command_bug,failing,4,stress,94279,20499,0.099053,0.00,0.00,490.73,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
full,uart_command_bug,failing,4,stress,94279,20499,0.098137,0.00,0.00,485.26,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=4 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
minimal,uart_command_bug,failing,5,stress,94279,20499,0.095829,0.00,0.00,557.62,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
core,uart_command_bug,failing,5,stress,94279,20499,0.096624,0.00,0.00,563.08,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
hashed,uart_command_bug,failing,5,stress,94279,20499,0.096659,0.00,0.00,563.32,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
diagnostic,uart_command_bug,failing,5,stress,94279,20499,0.096092,0.00,0.00,559.43,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
full,uart_command_bug,failing,5,stress,94279,20499,0.095094,0.00,0.00,552.58,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=failing seed=5 property=1 events=256 capsule_bytes=5376 cycles=94279 commits=20499 notes=""measured"""
minimal,uart_command_bug,fixed,1,smoke,5000,1661,0.011034,0.00,0.00,55.67,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
core,uart_command_bug,fixed,1,smoke,5000,1661,0.013107,0.00,0.00,84.92,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
hashed,uart_command_bug,fixed,1,smoke,5000,1661,0.011521,0.00,0.00,62.54,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
diagnostic,uart_command_bug,fixed,1,smoke,5000,1661,0.011325,0.00,0.00,59.78,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
full,uart_command_bug,fixed,1,smoke,5000,1661,0.011838,0.00,0.00,67.01,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
minimal,uart_command_bug,fixed,2,smoke,5000,1661,0.011363,0.00,0.00,69.52,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
core,uart_command_bug,fixed,2,smoke,5000,1661,0.011717,0.00,0.00,74.80,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
hashed,uart_command_bug,fixed,2,smoke,5000,1661,0.011690,0.00,0.00,74.40,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
diagnostic,uart_command_bug,fixed,2,smoke,5000,1661,0.012394,0.00,0.00,84.90,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
full,uart_command_bug,fixed,2,smoke,5000,1661,0.011698,0.00,0.00,74.52,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
minimal,uart_command_bug,fixed,3,smoke,5000,1661,0.011078,0.00,0.00,65.54,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
core,uart_command_bug,fixed,3,smoke,5000,1661,0.011831,0.00,0.00,76.79,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
hashed,uart_command_bug,fixed,3,smoke,5000,1661,0.011870,0.00,0.00,77.38,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
diagnostic,uart_command_bug,fixed,3,smoke,5000,1661,0.010995,0.00,0.00,64.30,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
full,uart_command_bug,fixed,3,smoke,5000,1661,0.011553,0.00,0.00,72.64,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
minimal,uart_command_bug,fixed,4,smoke,5000,1661,0.011132,0.00,0.00,71.05,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
core,uart_command_bug,fixed,4,smoke,5000,1661,0.011924,0.00,0.00,83.22,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
hashed,uart_command_bug,fixed,4,smoke,5000,1661,0.012318,0.00,0.00,89.27,"PASS runtime config=recorder_enabled benchmark=uart_command_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1661 notes=""measured"""
