architecture,recorder_config,benchmark,variant,seed,workload_scale,baseline,bytes,events,measured_or_estimated,replay_success,property_match,final_signature_match,event_match,reduction_vs_full_instruction_pct,reduction_vs_full_commit_pct,reduction_vs_snapshot_pct,diagnostic_context_available,notes
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.92,99.96,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.58,99.79,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,98.33,99.16,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,stack_corruption_bug,fixed,2,long,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,97.80,98.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,stack_corruption_bug,fixed,2,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.89,99.95,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,stack_corruption_bug,fixed,2,long,v2_core,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,stack_corruption_bug,fixed,2,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,stack_corruption_bug,fixed,2,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.17,99.59,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,stack_corruption_bug,fixed,2,long,v2_full,4112,256,estimated,NA,NA,NA,NA,98.32,99.16,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,long,full_instruction_trace,244776,30597,estimated,NA,NA,NA,NA,0.00,50.00,-5875.98,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,long,full_commit_trace,489552,30597,estimated,NA,NA,NA,NA,-100.00,0.00,-11851.95,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,long,pc_only_trace,122388,30597,estimated,NA,NA,NA,NA,50.00,75.00,-2887.99,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,long,branch_trace,45888,3824,estimated,NA,NA,NA,NA,81.25,90.63,-1020.31,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,long,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.37,99.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,long,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.69,99.84,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.92,99.96,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.58,99.79,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,98.33,99.16,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,stack_corruption_bug,fixed,3,long,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,97.80,98.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,stack_corruption_bug,fixed,3,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.89,99.95,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,stack_corruption_bug,fixed,3,long,v2_core,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,stack_corruption_bug,fixed,3,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,stack_corruption_bug,fixed,3,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.17,99.59,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,stack_corruption_bug,fixed,3,long,v2_full,4112,256,estimated,NA,NA,NA,NA,98.32,99.16,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,long,full_instruction_trace,244776,30597,estimated,NA,NA,NA,NA,0.00,50.00,-5875.98,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,long,full_commit_trace,489552,30597,estimated,NA,NA,NA,NA,-100.00,0.00,-11851.95,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,long,pc_only_trace,122388,30597,estimated,NA,NA,NA,NA,50.00,75.00,-2887.99,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,long,branch_trace,45888,3824,estimated,NA,NA,NA,NA,81.25,90.63,-1020.31,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,long,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.37,99.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,long,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.69,99.84,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.92,99.96,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.58,99.79,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,98.33,99.16,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,stack_corruption_bug,fixed,4,long,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,97.80,98.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,stack_corruption_bug,fixed,4,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.89,99.95,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,stack_corruption_bug,fixed,4,long,v2_core,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,stack_corruption_bug,fixed,4,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,stack_corruption_bug,fixed,4,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.17,99.59,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,stack_corruption_bug,fixed,4,long,v2_full,4112,256,estimated,NA,NA,NA,NA,98.32,99.16,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,long,full_instruction_trace,244776,30597,estimated,NA,NA,NA,NA,0.00,50.00,-5875.98,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,long,full_commit_trace,489552,30597,estimated,NA,NA,NA,NA,-100.00,0.00,-11851.95,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,long,pc_only_trace,122388,30597,estimated,NA,NA,NA,NA,50.00,75.00,-2887.99,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,long,branch_trace,45888,3824,estimated,NA,NA,NA,NA,81.25,90.63,-1020.31,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,long,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.37,99.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,long,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.69,99.84,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.92,99.96,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.58,99.79,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,98.33,99.16,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,stack_corruption_bug,fixed,5,long,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,97.80,98.90,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,stack_corruption_bug,fixed,5,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.89,99.95,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,stack_corruption_bug,fixed,5,long,v2_core,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,stack_corruption_bug,fixed,5,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.70,99.85,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,stack_corruption_bug,fixed,5,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.17,99.59,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,stack_corruption_bug,fixed,5,long,v2_full,4112,256,estimated,NA,NA,NA,NA,98.32,99.16,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,stack_corruption_bug,fixed,1,stress,full_instruction_trace,445904,55738,estimated,NA,NA,NA,NA,0.00,50.00,-10786.33,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,1,stress,full_commit_trace,891808,55738,estimated,NA,NA,NA,NA,-100.00,0.00,-21672.66,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,1,stress,pc_only_trace,222952,55738,estimated,NA,NA,NA,NA,50.00,75.00,-5343.16,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,stack_corruption_bug,fixed,1,stress,branch_trace,83604,6967,estimated,NA,NA,NA,NA,81.25,90.63,-1941.11,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,1,stress,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.66,99.83,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,1,stress,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.83,99.91,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,1,stress,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.96,99.98,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,1,stress,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.77,99.89,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,1,stress,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,99.08,99.54,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,stack_corruption_bug,fixed,1,stress,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,98.79,99.40,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,stack_corruption_bug,fixed,1,stress,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.94,99.97,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,stack_corruption_bug,fixed,1,stress,v2_core,736,90,estimated,NA,NA,NA,NA,99.83,99.92,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,stack_corruption_bug,fixed,1,stress,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.83,99.92,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,stack_corruption_bug,fixed,1,stress,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.55,99.77,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,stack_corruption_bug,fixed,1,stress,v2_full,4112,256,estimated,NA,NA,NA,NA,99.08,99.54,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,stress,full_instruction_trace,445904,55738,estimated,NA,NA,NA,NA,0.00,50.00,-10786.33,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,stress,full_commit_trace,891808,55738,estimated,NA,NA,NA,NA,-100.00,0.00,-21672.66,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,stress,pc_only_trace,222952,55738,estimated,NA,NA,NA,NA,50.00,75.00,-5343.16,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,stress,branch_trace,83604,6967,estimated,NA,NA,NA,NA,81.25,90.63,-1941.11,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,stress,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.66,99.83,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,stress,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.83,99.91,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,stress,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.96,99.98,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,stress,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.77,99.89,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,2,stress,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,99.08,99.54,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,stack_corruption_bug,fixed,2,stress,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,98.79,99.40,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,stack_corruption_bug,fixed,2,stress,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.94,99.97,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,stack_corruption_bug,fixed,2,stress,v2_core,736,90,estimated,NA,NA,NA,NA,99.83,99.92,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,stack_corruption_bug,fixed,2,stress,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.83,99.92,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,stack_corruption_bug,fixed,2,stress,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.55,99.77,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,stack_corruption_bug,fixed,2,stress,v2_full,4112,256,estimated,NA,NA,NA,NA,99.08,99.54,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,stress,full_instruction_trace,445904,55738,estimated,NA,NA,NA,NA,0.00,50.00,-10786.33,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,stress,full_commit_trace,891808,55738,estimated,NA,NA,NA,NA,-100.00,0.00,-21672.66,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,stress,pc_only_trace,222952,55738,estimated,NA,NA,NA,NA,50.00,75.00,-5343.16,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,stress,branch_trace,83604,6967,estimated,NA,NA,NA,NA,81.25,90.63,-1941.11,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,stress,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.66,99.83,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,stress,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.83,99.91,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,stress,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.96,99.98,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,stress,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.77,99.89,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,3,stress,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,99.08,99.54,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,stack_corruption_bug,fixed,3,stress,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,98.79,99.40,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,stack_corruption_bug,fixed,3,stress,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.94,99.97,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,stack_corruption_bug,fixed,3,stress,v2_core,736,90,estimated,NA,NA,NA,NA,99.83,99.92,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,stack_corruption_bug,fixed,3,stress,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.83,99.92,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,stack_corruption_bug,fixed,3,stress,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.55,99.77,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,stack_corruption_bug,fixed,3,stress,v2_full,4112,256,estimated,NA,NA,NA,NA,99.08,99.54,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,stress,full_instruction_trace,445904,55738,estimated,NA,NA,NA,NA,0.00,50.00,-10786.33,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,stress,full_commit_trace,891808,55738,estimated,NA,NA,NA,NA,-100.00,0.00,-21672.66,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,stress,pc_only_trace,222952,55738,estimated,NA,NA,NA,NA,50.00,75.00,-5343.16,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,stress,branch_trace,83604,6967,estimated,NA,NA,NA,NA,81.25,90.63,-1941.11,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,stress,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.66,99.83,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,stress,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.83,99.91,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,stress,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.96,99.98,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,stress,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.77,99.89,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,4,stress,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,99.08,99.54,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,stack_corruption_bug,fixed,4,stress,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,98.79,99.40,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,stack_corruption_bug,fixed,4,stress,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.94,99.97,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,stack_corruption_bug,fixed,4,stress,v2_core,736,90,estimated,NA,NA,NA,NA,99.83,99.92,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,stack_corruption_bug,fixed,4,stress,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.83,99.92,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,stack_corruption_bug,fixed,4,stress,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.55,99.77,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,stack_corruption_bug,fixed,4,stress,v2_full,4112,256,estimated,NA,NA,NA,NA,99.08,99.54,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,stress,full_instruction_trace,445904,55738,estimated,NA,NA,NA,NA,0.00,50.00,-10786.33,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,stress,full_commit_trace,891808,55738,estimated,NA,NA,NA,NA,-100.00,0.00,-21672.66,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,stress,pc_only_trace,222952,55738,estimated,NA,NA,NA,NA,50.00,75.00,-5343.16,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,stress,branch_trace,83604,6967,estimated,NA,NA,NA,NA,81.25,90.63,-1941.11,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,stress,load_store_trace,1536,128,estimated,NA,NA,NA,NA,99.66,99.83,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,stress,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,99.83,99.91,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,stress,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.96,99.98,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,stress,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,99.77,99.89,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,stack_corruption_bug,fixed,5,stress,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,99.08,99.54,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,stack_corruption_bug,fixed,5,stress,v1_replaycapsule_full,5376,256,measured,true,PASS,PASS,PASS,98.79,99.40,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,stack_corruption_bug,fixed,5,stress,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.94,99.97,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,stack_corruption_bug,fixed,5,stress,v2_core,736,90,estimated,NA,NA,NA,NA,99.83,99.92,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,stack_corruption_bug,fixed,5,stress,v2_hashed,736,90,estimated,NA,NA,NA,NA,99.83,99.92,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,stack_corruption_bug,fixed,5,stress,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,99.55,99.77,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,stack_corruption_bug,fixed,5,stress,v2_full,4112,256,estimated,NA,NA,NA,NA,99.08,99.54,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,uart_command_bug,failing,1,smoke,full_instruction_trace,136,17,estimated,NA,NA,NA,NA,0.00,50.00,96.68,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,uart_command_bug,failing,1,smoke,full_commit_trace,272,17,estimated,NA,NA,NA,NA,-100.00,0.00,93.36,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,uart_command_bug,failing,1,smoke,pc_only_trace,68,17,estimated,NA,NA,NA,NA,50.00,75.00,98.34,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,uart_command_bug,failing,1,smoke,branch_trace,24,2,estimated,NA,NA,NA,NA,82.35,91.18,99.41,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,uart_command_bug,failing,1,smoke,load_store_trace,24,2,estimated,NA,NA,NA,NA,82.35,91.18,99.41,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,uart_command_bug,failing,1,smoke,mmio_only_trace,12,1,estimated,NA,NA,NA,NA,91.18,95.59,99.71,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,uart_command_bug,failing,1,smoke,interrupt_only_trace,12,1,estimated,NA,NA,NA,NA,91.18,95.59,99.71,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,uart_command_bug,failing,1,smoke,interrupt_plus_mmio_trace,12,1,estimated,NA,NA,NA,NA,91.18,95.59,99.71,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,uart_command_bug,failing,1,smoke,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,-2911.76,-1405.88,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,uart_command_bug,failing,1,smoke,v1_replaycapsule_full,105,5,measured,true,PASS,PASS,PASS,22.79,61.40,97.44,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,uart_command_bug,failing,1,smoke,v2_minimal,24,1,estimated,NA,NA,NA,NA,82.35,91.18,99.41,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,uart_command_bug,failing,1,smoke,v2_core,32,2,estimated,NA,NA,NA,NA,76.47,88.24,99.22,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,uart_command_bug,failing,1,smoke,v2_hashed,32,2,estimated,NA,NA,NA,NA,76.47,88.24,99.22,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
